Scientific Name,Common Name,Species Type,Status,Reason For Change,Year
Cophixalus hosmeri,Clicking Rainforest Frog,Amphibian,LC,N,2009
Craugastor milesi,Miles' Robber Frog,Amphibian,CR,N,2009
Kaloula assamensis,Assamese Balloon Frog,Amphibian,LC,N,2009
Lyciasalamandra luschani,Likya Kara Semenderi,Amphibian,VU,N,2009
Mantella manery,Marojejy Mantella,Amphibian,VU,N,2009
Nectophrynoides asperginis,Kihansi Spray Toad,Amphibian,EW,G,2009
Neurergus microspilotus,,Amphibian,CR,N,2009
Ommatotriton ophryticus,Maloaziatskii Triton,Amphibian,NT,N,2009
Pelodytes caucasicus,Caucasian Parsley Frog,Amphibian,NT,N,2009
Pelophylax caralitanus,,Amphibian,NT,N,2009
Pelophylax cerigensis,Karpathos Frog,Amphibian,CR,N,2009
Plethodontohyla fonetana,,Amphibian,EN,N,2009
Pristimantis lasalleorum,,Amphibian,DD,N,2009
Pristimantis satagius,,Amphibian,DD,N,2009
Psychrophrynella condoriri,,Amphibian,DD,N,2009
Psychrophrynella guillei,,Amphibian,CR,N,2009
Psychrophrynella harveyi,,Amphibian,DD,N,2009
Psychrophrynella iani,,Amphibian,DD,N,2009
Psychrophrynella iatamasi,,Amphibian,LC,N,2009
Psychrophrynella illimani,,Amphibian,CR,N,2009
Psychrophrynella kallawaya,,Amphibian,CR,N,2009
Psychrophrynella katantika,,Amphibian,LC,N,2009
Psychrophrynella saltator,,Amphibian,CR,N,2009
Rana pseudodalmatina,,Amphibian,LC,N,2009
Rana tavasensis,Tavas Kurbağası,Amphibian,EN,N,2009
Rhacophorus margaritifer,Java Flying Frog,Amphibian,LC,N,2009
Rhacophorus orlovi,Orlov's Treefrog,Amphibian,LC,N,2009
Scaphiophryne menabensis,,Amphibian,VU,N,2009
Stefania ackawaio,,Amphibian,LC,N,2009
Stefania ayangannae,,Amphibian,LC,N,2009
Stefania coxi,,Amphibian,LC,N,2009
Bolitoglossa hiemalis,,Amphibian,DD,N,2009
Alopias vulpinus,Common Thresher Shark,Fish,VU,N,2009
Carcharhinus falciformis,Silky Shark,Fish,NT,N,2009
Carcharhinus obscurus,Dusky Shark,Fish,VU,N,2009
Carcharhinus plumbeus,Sandbar Shark,Fish,VU,N,2009
Cirrhigaleus barbifer,Mandarin Shark,Fish,DD,N,2009
Cyprinodon labiosus,Thicklip Pupfish,Fish,CR,N,2009
Dalatias licha,Kitefin Shark,Fish,NT,N,2009
Devario pathirana,Barred Danio,Fish,EN,N,2009
Diplomystes chilensis,Tollo,Fish,DD,N,2009
Haploblepharus fuscus,Brown Shyshark,Fish,VU,N,2009
Haplochromis worthingtoni,,Fish,DD,N,2009
Hemigaleus microstoma,Sickle Fin Weasel Shark,Fish,VU,N,2009
Ilyodon whitei,Balsas Splitfin,Fish,LC,N,2009
Isurus oxyrinchus,Shortfin Mako,Fish,VU,N,2009
Lamna ditropis,Herring Shark,Fish,LC,N,2009
Leiopotherapon macrolepis,Kimberley Spamgled Perch,Fish,LC,N,2009
Mogurnda furva,Black Mogurnda,Fish,CR,N,2009
Mogurnda variegata,Variegated Gudgeon,Fish,CR,N,2009
Monopterus indicus,Bombay Swampeel,Fish,NT,N,2009
Mustelus mustelus,Common Smoothhound,Fish,VU,N,2009
Neochanna apoda,Brown Mudfish,Fish,VU,G,2009
Odontaspis ferox,Small-tooth Sand Tiger Shark,Fish,VU,N,2009
Pangasius sanitwongsei,Giant Pangasius,Fish,CR,N,2009
Pingalla midgleyi,Black-blotch Grunter,Fish,LC,N,2009
Prototroctes maraena,Australian Grayling,Fish,NT,G,2009
Pseudomugil connieae,Popondetta Blue-eye,Fish,VU,G,2009
Sphyrna lewini,Scalloped Hammerhead,Fish,EN,N,2009
Sphyrna zygaena,Smooth Hammerhead,Fish,VU,N,2009
Triakis acutipinna,Sharpfin Houndshark,Fish,EN,N,2009
Triakis semifasciata,Leopard Shark,Fish,LC,G,2009
Yunnanilus macrogaster,,Fish,DD,N,2009
Argiagrion leoninum,,Invertebrate,DD,N,2009
Biomphalaria tchadiensis,,Invertebrate,EN,G,2009
Chalcothore montgomeryi,Tepui Bannerwing,Invertebrate,LC,N,2009
Chlorogomphus iriomotensis,,Invertebrate,LC,N,2009
Enallagma recurvatum,Pine Barrens Bluet,Invertebrate,NT,N,2009
Epigomphus echeverrii,Volvano Knobtail,Invertebrate,LC,N,2009
Hemicordulia okinawensis,,Invertebrate,LC,N,2009
Heteragrion eboratum,Ivory-faced Flatwing,Invertebrate,NT,N,2009
Heteropodagrion sanguinipes,,Invertebrate,EN,N,2009
Imperturbatia violescens,,Invertebrate,EN,N,2009
Isomma hieroglyphicum,,Invertebrate,LC,N,2009
Kalocora aurea,,Invertebrate,DD,N,2009
Leptogomphus yayeyamensis,,Invertebrate,LC,N,2009
Macromidia ishidai,,Invertebrate,LC,N,2009
Nemoron nomas,,Invertebrate,VU,N,2009
Palaemnema gigantula,Elongate Shadowdamsel,Invertebrate,LC,N,2009
Paludomus ajanensis,,Invertebrate,EN,N,2009
Partula affinis,Polynesian Tree Snail,Invertebrate,CR,N,2009
Partula filosa,Polynesian Tree Snail,Invertebrate,EX,N,2009
Partula garretti,Polynesian Tree Snail,Invertebrate,EX,N,2009
Partula hyalina,Polynesian Tree Snail,Invertebrate,VU,N,2009
Partula labrusca,Polynesian Tree Snail,Invertebrate,EX,G,2009
Partula nodosa,Polynesian Tree Snail,Invertebrate,EW,N,2009
Partula rosea,Polynesian Tree Snail,Invertebrate,EW,G,2009
Partula taeniata,Polynesian Tree Snail,Invertebrate,CR,N,2009
Partula varia,Polynesian Tree Snail,Invertebrate,EW,G,2009
Phyllopetalia pudu,Pudu Redspot,Invertebrate,LC,N,2009
Protoneura dunklei,Purple Threadtail,Invertebrate,LC,N,2009
Protoneura sanguinipes,Red-legged Threadtail,Invertebrate,LC,N,2009
Samoana annectens,Polynesian Tree Snail,Invertebrate,DD,N,2009
Samoana attenuata,Polynesian Tree Snail,Invertebrate,CR,G,2009
Samoana diaphana,Polynesian Tree Snail,Invertebrate,DD,N,2009
Sciotropis lattkei,Paria Wood Elf,Invertebrate,EN,N,2009
Stenocora percornuta,Horned Bannerwing,Invertebrate,NT,N,2009
Annickia kummerae,,Plant,EN,N,2009
Anonidium usambarense,,Plant,DD,N,2009
Dalbergia mollis,Rosewood,Plant,LR/nt,N,2009
Lettowianthus stellatus,,Plant,NT,N,2009
Polyceratocarpus scheffleri,,Plant,EN,N,2009
Schefflera lukwangulensis,,Plant,EN,N,2009
Toussaintia orientalis,,Plant,EN,G,2009
Uvariodendron gorgonis,,Plant,EN,N,2009
Uvariodendron oligocarpum,,Plant,EN,N,2009
Uvariodendron usambarense,,Plant,EN,N,2009
Uvariopsis bisexualis,,Plant,EN,N,2009
Apomys insignis,Mindanao Montane Forest Mouse,Mammal,LC,N,2010
Calomys hummelincki,Hummelinck's Vesper Mouse,Mammal,LC,N,2010
Calyptophractus retusus,Greater Fairy Armadillo,Mammal,DD,N,2010
Chaetodipus goldmani,Goldman's Pocket Mouse,Mammal,NT,N,2010
Dendrolagus mbaiso,Dingiso,Mammal,EN,N,2010
Eupetaurus cinereus,Woolly Flying Squirrel,Mammal,EN,N,2010
Gerbillus gleadowi,Little Hairy-footed Gerbil,Mammal,LC,N,2010
Hyperacrius fertilis,Burrowing Vole,Mammal,NT,N,2010
Lonchophylla hesperia,Western Nectar Bat,Mammal,NT,N,2010
Microakodontomys transitorius,Transitional Colilargo,Mammal,EN,N,2010
Myrmecophaga tridactyla,Giant Anteater,Mammal,VU,N,2010
Octodon lunatus,Moon-toothed Degu,Mammal,NT,N,2010
Paramelomys levipes,Papuan Lowland Paramelomys,Mammal,LC,N,2010
Petaurista magnificus,Hodgson's Giant Flying Squirrel,Mammal,LC,N,2010
Petaurista nobilis,Bhutan Giant Flying Squirrel,Mammal,NT,N,2010
Praomys delectorum,East African Praomys,Mammal,LC,N,2010
Proechimys goeldii,Goeldi's Spiny Rat,Mammal,LC,N,2010
Proechimys roberti,Roberto's Spiny Rat,Mammal,LC,N,2010
Pteropus capistratus,Bismarck Flying Fox,Mammal,NT,N,2010
Pteropus insularis,Ruck Flying Fox,Mammal,CR,N,2010
Ratufa indica,Indian Giant Squirrel,Mammal,LC,N,2010
Reithrodontomys microdon,Small-toothed Harvest Mouse,Mammal,LC,N,2010
Rhinolophus hillorum,Upland Horseshoe Bat,Mammal,NT,N,2010
Rhipidomys modicus,Peruvian Rhipidomys,Mammal,LC,N,2010
Scotonycteris ophiodon,Pohle's Fruit Bat,Mammal,NT,N,2010
Styloctenium wallacei,Stripe-face d Fruit Bat,Mammal,NT,N,2010
Tadarida petersoni,Peterson's Free-tailed Bat,Mammal,NT,N,2010
Uromys neobritannicus,Bismarck Giant Rat,Mammal,NT,N,2010
Amytornis dorotheae,Carpentarian Grasswren,Bird,VU,N,2010
Balearica pavonina,Black Crowned-crane,Bird,VU,G,2010
Bucorvus cafer,Southern Ground-hornbill,Bird,VU,N,2010
Calidris tenuirostris,Great Knot,Bird,VU,G,2010
Chaetura pelagica,Chimney Swift,Bird,NT,G,2010
Cinclodes palliatus,White-bellied Cinclodes,Bird,CR,N,2010
Coturnix japonica,Japanese Quail,Bird,NT,N,2010
Crax globulosa,Wattled Curassow,Bird,EN,N,2010
Crex crex,Corncrake,Bird,LC,N,2010
Cyanolimnas cerverai,Zapata Rail,Bird,CR,G,2010
Cyrtonyx ocellatus,Ocellated Quail,Bird,VU,N,2010
Dicrurus waldenii,Mayotte Drongo,Bird,VU,N,2010
Emberiza jankowskii,Rufous-backed Bunting,Bird,EN,G,2010
Falco cherrug,Saker Falcon,Bird,VU,N,2010
Francolinus swierstrai,Swierstra's Francolin,Bird,EN,N,2010
Gallinago macrodactyla,Madagascar Snipe,Bird,VU,N,2010
Gavia adamsii,Yellow-billed Loon,Bird,NT,N,2010
,Scottish Crossbill,Bird,LC,N,2010
Monarcha julianae,Black-backed Monarch,Bird,VU,N,2010
Mulleripicus pulverulentus,Great Slaty Woodpecker,Bird,VU,N,2010
Neotis ludwigii,Ludwig's Bustard,Bird,EN,N,2010
Nesofregetta fuliginosa,White-throated Storm-petrel,Bird,EN,N,2010
Numenius madagascariensis,Far Eastern Curlew,Bird,VU,G,2010
Ognorhynchus icterotis,Yellow-eared Parrot,Bird,EN,G,2010
Phoebastria immutabilis,Laysan Albatross,Bird,NT,N,2010
Picumnus limae,Ochraceous Piculet,Bird,LC,N,2010
Psarocolius cassini,Baudo Oropendola,Bird,EN,N,2010
Pycnonotus priocephalus,Grey-headed Bulbul,Bird,NT,N,2010
Pyrrhula murina,Azores Bullfinch,Bird,EN,N,2010
Robsonius rabori,Rusty-faced Babbler,Bird,VU,N,2010
Sitta whiteheadi,Corsican Nuthatch,Bird,VU,N,2010
Spheniscus demersus,African Penguin,Bird,EN,G,2010
Spizaetus isidori,Black-and-chestnut Eagle,Bird,VU,N,2010
Stachyris herberti,Sooty Babbler,Bird,LC,N,2010
Sturnus melanopterus,Black-winged Starling,Bird,CR,G,2010
Syrmaticus ellioti,Elliot's Pheasant,Bird,NT,N,2010
Tachybaptus rufolavatus,Alaotra Grebe,Bird,EX,N,2010
Tanysiptera ellioti,Kofiau Paradise-kingfisher,Bird,EN,N,2010
Thalassarche eremita,Chatham Albatross,Bird,VU,N,2010
Cuora yunnanensis,Yunnan Box Turtle,Reptile,CR,N,2010
Aprasia aurita,Eared Worm-lizard,Reptile,CR,G,2010
Bradypodion setaroi,Setaro's Dwarf Chameleon,Reptile,LC,N,2010
Bradypodion taeniabronchum,Smith's Dwarf Chamaeleon,Reptile,EN,N,2010
Cordylus spinosus,Spiny Crag Lizard,Reptile,LC,N,2010
Ctenosaura oedirhina,Roatán Spiny-tailed Iguana,Reptile,EN,N,2010
Echiopsis curta,Bardick,Reptile,NT,N,2010
Elachistodon westermanni,Indian Egg-eater,Reptile,LC,N,2010
Epicrates inornatus,Yellow Tree Boa,Reptile,LC,N,2010
Goniurosaurus kuroiwae,Kuroiwa's Ground Gecko,Reptile,EN,N,2010
Iguana delicatissima,Lesser Antillean Iguana,Reptile,EN,G,2010
Lamprophis fiskii,Fisk's House Snake,Reptile,DD,N,2010
Lepidoblepharis montecanoensis,Paraguanan Ground Gecko,Reptile,DD,N,2010
Liolaemus constanzae,Constanze's Tree Iguana,Reptile,LC,N,2010
Liolaemus hellmichi,Hellmich's Tree Iguana,Reptile,LC,N,2010
Lygosoma haroldyoungi,Banded Supple Skink,Reptile,LC,N,2010
Lygosoma koratense,Korat Supple Skink,Reptile,LC,N,2010
Oligosoma fallai,Falla's Skink,Reptile,VU,N,2010
Oligosoma notosaurus,Southern Skink,Reptile,DD,N,2010
Oligosoma oliveri,Marbled Skink,Reptile,NT,N,2010
Oligosoma otagense,Otago Skink,Reptile,EN,G,2010
Phoboscincus bocourti,Bocourt's Eyelid Skink,Reptile,EN,N,2010
Amietia vandijki,,Amphibian,LC,N,2010
Anhydrophryne ngongoniensis,Mistbelt Chirping Frog,Amphibian,EN,N,2010
Arthroleptella drewesii,Drewes’ Moss Frog,Amphibian,NT,N,2010
Breviceps bagginsi,,Amphibian,VU,N,2010
Breviceps gibbosus,Giant Rain Frog,Amphibian,NT,N,2010
Breviceps sopranus,Whistling Rain Frog,Amphibian,LC,N,2010
Breviceps sylvestris,Forest Rain Frog,Amphibian,EN,N,2010
Cacosternum capense,Cape Dainty Frog,Amphibian,NT,N,2010
Cacosternum karooicum,Karoo Dainty Frog,Amphibian,LC,N,2010
Cacosternum striatum,Striped Caco,Amphibian,LC,N,2010
Ghatixalus variabilis,,Amphibian,EN,N,2010
Melanophryniscus spectabilis,,Amphibian,DD,N,2010
Vandijkophrynus amatolicus,Amatola Toad,Amphibian,CR(PE),G,2010
Acipenser baerii,Siberian Sturgeon,Fish,EN,N,2010
,Sakhalin Sturgeon,Fish,CR,N,2010
Acipenser naccarii,Adriatic Sturgeon,Fish,CR(PE),N,2010
Acipenser nudiventris,Ship Sturgeon,Fish,CR,N,2010
Acipenser persicus,Persian Sturgeon,Fish,CR,N,2010
Acipenser schrenckii,Amur Sturgeon,Fish,CR,N,2010
Acipenser sinensis,Chinese Sturgeon,Fish,CR,N,2010
Acipenser stellatus,Stellate Sturgeon,Fish,CR,N,2010
Alosa alabamae,Alabama Shad,Fish,DD,N,2010
Aphyosemion alpha,,Fish,EN,N,2010
Aphyosemion louessense,,Fish,VU,N,2010
Barbus deguidei,,Fish,DD,N,2010
Barbus luapulae,,Fish,LC,N,2010
Benitochromis batesii,,Fish,VU,N,2010
Butis butis,Butis butis,Fish,LC,N,2010
Centropyge resplendens,Resplendent Pygmy Angelfish,Fish,LC,N,2010
Chaetodon flavocoronatus,Yellow-crowned Butterflyfish,Fish,LC,N,2010
Chaetodon litus,Easter Island Butterflyfish,Fish,LC,N,2010
Chaetodon marleyi,Doublesash Butterflyfish,Fish,LC,N,2010
Chaetodon robustus,Three-banded Butterflyfish,Fish,LC,N,2010
Chiloglanis lufirae,,Fish,DD,N,2010
Chiloglanis reticulatus,,Fish,DD,N,2010
Eleotris melanosoma,Broadhead Sleeper,Fish,LC,N,2010
Epiplatys esekanus,,Fish,LC,N,2010
Fundulopanchax mirabilis,,Fish,DD,N,2010
Fundulus waccamensis,Waccamaw Killifish,Fish,EN,G,2010
Grasseichthys gabonensis,,Fish,VU,N,2010
Haplochromis aelocephalus,,Fish,CR(PE),N,2010
Haplochromis arcanus,,Fish,DD,N,2010
Haplochromis artaxerxes,,Fish,DD,N,2010
Haplochromis bartoni,,Fish,DD,N,2010
Haplochromis bayoni,,Fish,DD,N,2010
Haplochromis boops,,Fish,DD,N,2010
Haplochromis cassius,,Fish,CR(PE),N,2010
Haplochromis cavifrons,,Fish,DD,N,2010
Haplochromis chilotes,,Fish,LC,N,2010
Haplochromis chromogynos,,Fish,VU,N,2010
Haplochromis cryptodon,,Fish,DD,N,2010
Haplochromis decticostoma,,Fish,DD,N,2010
Haplochromis dentex,,Fish,CR(PE),N,2010
Haplochromis estor,,Fish,DD,N,2010
Haplochromis flavipinnis,,Fish,CR(PE),N,2010
Haplochromis flavus,,Fish,LC,N,2010
Haplochromis gilberti,,Fish,DD,N,2010
Haplochromis gowersi,,Fish,DD,N,2010
Haplochromis howesi,Smok,Fish,VU,N,2010
Haplochromis ishmaeli,,Fish,CR(PE),N,2010
Haplochromis lividus,,Fish,DD,N,2010
Haplochromis longirostris,,Fish,CR(PE),N,2010
Haplochromis macrognathus,,Fish,CR(PE),N,2010
Haplochromis maculipinna,,Fish,DD,N,2010
Haplochromis megalops,,Fish,VU,N,2010
Haplochromis nigrescens,,Fish,DD,N,2010
Haplochromis nubilus,,Fish,VU,N,2010
Haplochromis nyanzae,,Fish,DD,N,2010
Haplochromis obliquidens,,Fish,VU,N,2010
Haplochromis obtusidens,,Fish,DD,N,2010
Haplochromis pachycephalus,,Fish,DD,N,2010
Haplochromis paraguiarti,,Fish,DD,N,2010
Haplochromis paraplagiostoma,,Fish,DD,N,2010
Haplochromis perrieri,,Fish,CR(PE),N,2010
Haplochromis pharyngomylus,,Fish,DD,N,2010
Haplochromis phytophagus,,Fish,DD,N,2010
Haplochromis plagiodon,,Fish,VU,N,2010
Haplochromis plagiostoma,,Fish,DD,N,2010
Haplochromis prognathus,,Fish,DD,N,2010
Haplochromis pseudopellegrini,,Fish,DD,N,2010
Haplochromis pyrrhocephalus,,Fish,LC,N,2010
Haplochromis saxicola,,Fish,DD,N,2010
Haplochromis serranus,,Fish,DD,N,2010
Haplochromis spekii,,Fish,DD,N,2010
Haplochromis thuragnathus,,Fish,DD,N,2010
Hippocampus sindonis,Dhiho's Seahorse,Fish,LC,N,2010
Hoplotilapia retrodens,,Fish,VU,N,2010
Huso dauricus,Kaluga,Fish,CR,G,2010
Huso huso,Beluga,Fish,CR,G,2010
Hypsopanchax modestus,Ruwenzori Lampeye,Fish,LC,N,2010
Lithochromis rubripinnis,,Fish,LC,N,2010
Lithochromis rufus,,Fish,LC,N,2010
Lithochromis xanthopteryx,Black Pseudo-nigricans,Fish,VU,N,2010
Macrognathus aral,Spiny Eel,Fish,LC,N,2010
Macropleurodus bicolor,,Fish,VU,N,2010
Nannocharax hollyi,,Fish,DD,N,2010
Nannocharax ogoensis,,Fish,DD,N,2010
Neochromis greenwoodi,Velvet Black,Fish,LC,N,2010
Neochromis nigricans,,Fish,DD,N,2010
Neochromis simotes,,Fish,DD,N,2010
Nothobranchius symoensi,,Fish,EN,N,2010
Notropis semperasper,Roughhead Shiner,Fish,VU,N,2010
Noturus lachneri,Ouachita Madtom,Fish,EN,N,2010
Ogilbia galapagosensis,Galapagos Cuskeel,Fish,VU,N,2010
Oligolepis keiensis,Kei Goby,Fish,LC,N,2010
Parailia occidentalis,,Fish,LC,N,2010
Parakneria lufirae,,Fish,DD,N,2010
Platytaeniodus degeni,,Fish,LC,N,2010
Poeciliopsis elongata,Elongate Toothcarp,Fish,NT,N,2010
Priolepis robinsi,,Fish,LC,N,2010
Prognathodes obliquus,Oblique Butterflyfish,Fish,DD,N,2010
Pseudoscaphirhynchus kaufmanni,False Shovelnose Sturgeon,Fish,CR,N,2010
Pundamilia macrocephala,,Fish,VU,N,2010
Pyxichromis parorthostoma,,Fish,DD,N,2010
Scarus guacamaia,Rainbow Parrotfish,Fish,DD,N,2010
Schilbe mystus,African Butter Catfish,Fish,LC,N,2010
Schistura sijuensis,,Fish,EN,N,2010
Steatocranus rouxi,,Fish,DD,N,2010
Synodontis multimaculatus,,Fish,DD,N,2010
Synodontis nigrita,Catfish,Fish,LC,N,2010
Thalassoma ascensionis,Greenfish,Fish,DD,N,2010
Tilapia flava,,Fish,CR,N,2010
Trachyglanis intermedius,,Fish,DD,N,2010
Xyrauchen texanus,Razorback Sucker,Fish,CR,G,2010
Allocnemis mitwabae,,Odonata,NT,N,2010
Anax bangweuluensis,Swamp Emperor,Odonata,NT,N,2010
Anisopleura subplatystyla,,Odonata,LC,N,2010
Asiagomphus personatus,,Odonata,NT,N,2010
Azuragrion buchholzi,,Odonata,NT,N,2010
Boyeria cretensis,Cretan Spectre,Odonata,EN,N,2010
Burmagomphus sivalikensis,,Odonata,LC,N,2010
Cephalaeschna acutifrons,,Odonata,DD,N,2010
Ceriagrion georgifreyi,Turkish Red Damsel,Odonata,VU,N,2010
Ceriagrion mourae,,Odonata,LC,N,2010
Chlorocnemis contraria,Red-backed Yellowwing,Odonata,LC,N,2010
Chlorocnemis pauli,Orange-tipped Threadtail,Odonata,LC,N,2010
Chlorocypha dahli,,Odonata,LC,N,2010
Chlorocypha frigida,,Odonata,LC,N,2010
Chlorocypha hasta,,Odonata,VU,N,2010
Chlorocypha jacksoni,,Odonata,NT,N,2010
Chlorocypha molindica,,Odonata,NT,N,2010
Chlorocypha schmidti,,Odonata,VU,N,2010
Chlorolestes elegans,Elegant Malachite,Odonata,VU,G,2010
Congothemis leakeyi,,Odonata,LC,N,2010
Congothemis longistyla,,Odonata,LC,N,2010
Cordulegaster heros,Balkan Goldenring,Odonata,NT,N,2010
Cordulegaster trinacriae,Italian Goldenring,Odonata,NT,N,2010
Diastatomma soror,,Odonata,LC,N,2010
Ecchlorolestes nylephtha,Queen Malachite,Odonata,NT,N,2010
Elattoneura cellularis,,Odonata,LC,N,2010
Elattoneura lliba,,Odonata,LC,N,2010
Gynacantha immaculifrons,,Odonata,LC,N,2010
Hadrothemis scabrifrons,Red Jungle-skimmer,Odonata,LC,N,2010
Ictinogomphus dundoensis,Swamp Tigertail,Odonata,LC,N,2010
Idomacromia jillianae,,Odonata,DD,N,2010
Lokia coryndoni,,Odonata,LC,N,2010
Lokia ellioti,,Odonata,LC,N,2010
Lokia erythromelas,,Odonata,LC,N,2010
Metacnemis angusta,Ceres Stream-damsel,Odonata,VU,N,2010
Nesciothemis fitzgeraldi,,Odonata,LC,N,2010
Neurogomphus dissimilis,,Odonata,LC,N,2010
Onychogomphus costae,Faded Pincertail,Odonata,NT,N,2010
Onychogomphus seydeli,,Odonata,LC,N,2010
Onychogomphus styx,,Odonata,LC,N,2010
Palpopleura albifrons,,Odonata,LC,N,2010
Paragomphus alluaudi,,Odonata,LC,N,2010
Paragomphus lacustris,,Odonata,LC,N,2010
Prodasineura odzalae,,Odonata,LC,N,2010
Pseudagrion fisheri,Fisher's Sprite,Odonata,LC,N,2010
Pseudagrion greeni,,Odonata,LC,N,2010
Pseudagrion symoensii,,Odonata,NT,N,2010
Pyrrhosoma elisabethae,Greek Red Damsel,Odonata,CR,N,2010
Somatochlora borisi,Bulgarian Emerald,Odonata,VU,N,2010
Stenocnemis pachystigma,,Odonata,LC,N,2010
Sympetrum nigrifemur,Island Darter,Odonata,LC,N,2010
Tetrathemis denticauda,,Odonata,DD,N,2010
Tetrathemis ruwensoriensis,,Odonata,DD,N,2010
Thermochoria jeanneli,,Odonata,LC,N,2010
Tragogomphus aurivillii,,Odonata,LC,N,2010
Trithemis aequalis,,Odonata,NT,N,2010
Trithemis brydeni,,Odonata,NT,N,2010
Umma purpurea,,Odonata,VU,N,2010
Hipparchia azorina,Azores Grayling,Butterfly/Moth,LC,N,2010
Hipparchia maderensis,Madeira Grayling,Butterfly/Moth,LC,N,2010
Papilio hospiton,Corsican Swallowtail,Butterfly/Moth,LC,N,2010
Alzoniella pyrenaica,,Mollusc,DD,N,2010
Anceya giraudi,,Mollusc,LC,N,2010
Anceya terebriformis,,Mollusc,DD,N,2010
Ancylus ashangiensis,,Mollusc,CR,N,2010
Ancylus regularis,,Mollusc,DD,N,2010
Aspatharia subreniformis,,Mollusc,DD,N,2010
Avenionia brevis,,Mollusc,LC,N,2010
Bathanalia straeleni,,Mollusc,LC,N,2010
Belgrandiella wawrai,,Mollusc,EN,N,2010
Bellamya constricta,,Mollusc,LC,N,2010
Bellamya costulata,,Mollusc,NT,N,2010
Bellamya ecclesi,,Mollusc,DD,N,2010
Bellamya jucunda,,Mollusc,NT,N,2010
Bellamya leopoldvillensis,,Mollusc,DD,N,2010
Bellamya mweruensis,,Mollusc,CR,G,2010
Bellamya pagodiformis,,Mollusc,CR,G,2010
Bellamya rubicunda,,Mollusc,NT,N,2010
Bellamya trochlearis,,Mollusc,DD,N,2010
Biomphalaria angulosa,,Mollusc,LC,N,2010
Biomphalaria barthi,,Mollusc,DD,N,2010
Biomphalaria salinarum,,Mollusc,DD,N,2010
Biomphalaria tchadiensis,,Mollusc,EN,G,2010
Bridouxia giraudi,,Mollusc,LC,N,2010
Bridouxia leucoraphe,,Mollusc,LC,N,2010
Bridouxia ponsonbyi,,Mollusc,NT,N,2010
Bridouxia praeclara,,Mollusc,NT,N,2010
Bulinus barthi,,Mollusc,DD,N,2010
Bulinus browni,,Mollusc,DD,N,2010
Bulinus camerunensis,,Mollusc,EN,N,2010
Bulinus hexaploidus,,Mollusc,DD,N,2010
Bulinus transversalis,,Mollusc,DD,N,2010
Burnupia crassistriata,,Mollusc,NT,N,2010
Burnupia stuhlmanni,,Mollusc,NT,N,2010
Bythinella carinulata,,Mollusc,EN,N,2010
Bythinella cylindrica,,Mollusc,CR,G,2010
Bythinella pupoides,,Mollusc,LC,N,2010
Bythiospeum articense,,Mollusc,LC,N,2010
Bythiospeum bourguignati,,Mollusc,LC,N,2010
Bythiospeum diaphanum,,Mollusc,NT,N,2010
Bythiospeum elseri,,Mollusc,EN,N,2010
Bythiospeum garnieri,,Mollusc,LC,N,2010
Bythiospeum geyeri,,Mollusc,VU,N,2010
Bythiospeum klemmi,,Mollusc,EN,N,2010
Bythiospeum pfeifferi,,Mollusc,CR,N,2010
Bythiospeum tschapecki,,Mollusc,CR,N,2010
Ceratophallus socotrensis,,Mollusc,DD,N,2010
Cleopatra smithi,,Mollusc,LC,N,2010
Hauffenia danubialis,,Mollusc,VU,N,2010
Hirthia globosa,,Mollusc,LC,N,2010
Iglica gratulabunda,,Mollusc,CR(PE),N,2010
Iglica kleinzellensis,,Mollusc,VU,N,2010
Islamia minuta,,Mollusc,LC,N,2010
Lanistes bicarinatus,,Mollusc,LC,N,2010
Lanistes ciliatus,,Mollusc,VU,N,2010
Lanistes farleri,,Mollusc,VU,N,2010
Lanistes nasutus,,Mollusc,DD,N,2010
Lanistes stuhlmanni,,Mollusc,NT,N,2010
Lavigera grandis,,Mollusc,LC,N,2010
Lavigera nassa,,Mollusc,LC,N,2010
Limnotrochus thomsoni,,Mollusc,LC,N,2010
Martelia tanganyicensis,,Mollusc,DD,N,2010
Melanoides angolensis,,Mollusc,DD,N,2010
Melanopsis etrusca,,Mollusc,EN,G,2010
Moitessieria locardi,,Mollusc,LC,N,2010
Cambarellus blacki,Cypress Crayfish,Crayfish/Crab/Lobster,DD,N,2010
Cambarellus diminutus,Least Crayfish,Crayfish/Crab/Lobster,DD,N,2010
Cambarus aculabrum,Benton County Cave Crayfish,Crayfish/Crab/Lobster,CR,N,2010
Cambarus batchi,Bluegrass Crayfish,Crayfish/Crab/Lobster,LC,N,2010
Cambarus chaugaensis,Chauga River Crayfish,Crayfish/Crab/Lobster,LC,N,2010
Cambarus coosawattae,Coosawattee Crayfish,Crayfish/Crab/Lobster,NT,N,2010
Cambarus cymatilis,Conasauga Blue Burrower,Crayfish/Crab/Lobster,EN,G,2010
Cambarus miltus,Rusty Grave Digger,Crayfish/Crab/Lobster,LC,N,2010
Cambarus obeyensis,Obey Crayfish,Crayfish/Crab/Lobster,CR,G,2010
Cambarus pristinus,Pristine Crayfish,Crayfish/Crab/Lobster,DD,N,2010
Cambarus speciosus,Beautiful Crayfish,Crayfish/Crab/Lobster,NT,N,2010
Cambarus spicatus,Broad River Spiny Crayfish,Crayfish/Crab/Lobster,DD,N,2010
